author,text,likes,published_at,cleaned,length,emojis,polarity,subjectivity,sentiment,hour,day_of_week,month
@redcoder7049,Give team Godlike / Jonathan team a slot In the Pmgc finals whole India 🇮🇳 wants to see this team at PMGC.,463,2021-11-27 11:34:41,Give team Godlike Jonathan team a slot In the Pmgc finals whole India wants to see this team at PMGC,106,[],0.2,0.25,Positive,11,5,11
@raduanalvi4057,We want Jonathan Team in pmgc Love form Bangladesh❤️❤️🇧🇩🇧🇩🇧🇩,31,2021-11-27 11:37:08,We want Jonathan Team in pmgc Love form Bangladesh,60,"['❤', '❤']",0.5,0.6,Positive,11,5,11
@intghastly9962,This is gonna be Epic if he plays pmgc 2021,39,2021-11-27 11:24:40,This is gonna be Epic if he plays pmgc 2021,43,[],0.1,0.4,Neutral,11,5,11
@Arunsingh_141,We want Jonathan’s team in the Pmgc,285,2021-11-27 11:18:10,We want Jonathans team in the Pmgc,35,[],0.0,0.0,Neutral,11,5,11
@Milliesimp,We want his team in pmgc pls ❤ they are dominating in India completely,90,2021-11-27 11:34:35,We want his team in pmgc pls they are dominating in India completely,70,['❤'],0.1,0.4,Neutral,11,5,11
@vaishampayanpurohit461,History says soul fans need to see it while comparing to any of there  players with this legend .!,9,2022-08-16 03:27:39,History says soul fans need to see it while comparing to any of there players with this legend,98,[],0.0,0.0,Neutral,3,1,8
@harsh8660,Best player of india for a Reason ❤️,33,2021-11-27 11:08:20,Best player of india for a Reason,36,['❤'],1.0,0.3,Positive,11,5,11
@pmgsrandomguy5877,"Our Pride<br>Our Power<br>Johnathan , THE G.O.A.T<br>Whole Godl Squad is overpowered for any team in PUBG community",34,2021-11-27 14:07:37,Our PridebrOur PowerbrJohnathan THE GOATbrWhole Godl Squad is overpowered for any team in PUBG community,115,[],0.0,0.0,Neutral,14,5,11
@adgjmpsvy1,"Every region have their too many best players... But from India still there are so many best players but this player is outstanding... He is very consistent in every official, non-official, domestic, international tournament...  I haven&#39;t seen this kind of one man domination in any region 🔥 still some people hates him 😑",68,2021-11-27 12:18:55,Every region have their too many best players But from India still there are so many best players but this player is outstanding He is very consistent in every official nonofficial domestic international tournament I haven seen this kind of one man domination in any region still some people hates him,325,"['🔥', '😑']",0.49166666666666664,0.4222222222222223,Positive,12,5,11
@TANMAYwipesALL,He is the future of indian esports scene,67,2021-11-27 10:49:58,He is the future of indian esports scene,40,[],0.0,0.125,Neutral,10,5,11
@scorpionx6088,Pride of Indian Gaming Community 🔥,34,2021-11-27 11:06:21,Pride of Indian Gaming Community,34,['🔥'],0.0,0.0,Neutral,11,5,11
@amaanmalik1485,We want Jonathan and team in pmgc or Currently it&#39;s org is godlike,270,2021-11-27 11:01:14,We want Jonathan and team in pmgc or Currently it org is godlike,70,[],0.0,0.4,Neutral,11,5,11
@sebinsha7982,I miss Jonathan in pmgc. No problem next pmgc he will be there I guess.,216,2021-11-27 10:55:36,I miss Jonathan in pmgc No problem next pmgc he will be there I guess,71,[],0.0,0.0,Neutral,10,5,11
@tarunog19,After 1 years why this clip has been posted is something suprise 😍😘😘,28,2021-11-27 12:06:58,After 1 years why this clip has been posted is something suprise,68,"['😍', '😘', '😘']",0.0,0.0,Neutral,12,5,11
@SNABBAS23,Is it hint for PMGC invite.. Jonny op 🐐,57,2021-11-27 11:20:15,Is it hint for PMGC invite Jonny op,39,['🐐'],0.0,0.0,Neutral,11,5,11
@sa1faaan,This gives us hopes that we might see GODL in PMGC 😩. Please give them a slot! ❤️,41,2021-11-27 13:53:43,This gives us hopes that we might see GODL in PMGC Please give them a slot,81,"['😩', '❤']",0.0,0.0,Neutral,13,5,11
@zhongxina3822,This is getting recommend to everyone,12,2022-08-15 06:41:03,This is getting recommend to everyone,37,[],0.0,0.0,Neutral,6,0,8
@rijorajan8855,Jonathan.... Jonathan... Jonathan... You are something better than everyone 😁😍,14,2021-11-27 10:55:58,Jonathan Jonathan Jonathan You are something better than everyone,78,"['😁', '😍']",0.5,0.5,Positive,10,5,11
@Viveksharma0912,We want his team in PMGC,44,2021-11-27 11:07:51,We want his team in PMGC,24,[],0.0,0.0,Neutral,11,5,11
@abbascs8012,We want he in PMGC PLEASE 💔,17,2021-11-27 11:10:14,We want he in PMGC PLEASE,27,['💔'],0.0,0.0,Neutral,11,5,11
@vaghelamayursinh3608,The goat 🐐 🙏🏻,10,2022-08-18 12:13:37,The goat,13,"['🐐', '🙏', '🏻']",0.0,0.0,Neutral,12,3,8
@Rajza06,This is called IMPACT of PMGC....globally known who is Jonathan ......Indian fan&#39;s emotional....bcoz indian team not participate in PMGC,10,2021-11-27 11:48:35,This is called IMPACT of PMGCglobally known who is Jonathan Indian fan emotionalbcoz indian team not participate in PMGC,140,[],0.0,0.0,Neutral,11,5,11
@MysteriousThor16,Lockdown uneducated kids dont understand the value of this GOAT moment💔,20,2024-07-01 11:42:19,Lockdown uneducated kids dont understand the value of this GOAT moment,71,['💔'],0.0,0.0,Neutral,11,0,7
@Laiya1234,By showing this clip by pubg mobile there is hope that his team may get invited,104,2021-11-27 11:15:35,By showing this clip by pubg mobile there is hope that his team may get invited,79,[],0.0,0.0,Neutral,11,5,11
@golufunshow7714,HE IS NOT KNOWN BY PUB G .. <br>PUB G IS KNOWN BY JONATHAN 🔥🔥,42,2021-11-27 11:01:30,HE IS NOT KNOWN BY PUB G brPUB G IS KNOWN BY JONATHAN,61,"['🔥', '🔥']",0.0,0.0,Neutral,11,5,11
@frostt1695,People will remeber this legend forever ❤️,100,2021-11-27 10:50:21,People will remeber this legend forever,42,['❤'],0.0,0.0,Neutral,10,5,11
@adityathakkar858,Official handle posting this❤️‍🔥,9,2024-01-25 21:16:31,Official handle posting this,32,"['❤', '🔥']",0.0,0.0,Neutral,21,3,1
@barnavodas2499,Jonathon left pubg mobile but pubg  hasnt  been able to forget jonathan😢❤❤,19,2021-11-27 10:52:24,Jonathon left pubg mobile but pubg hasnt been able to forget jonathan,74,"['😢', '❤', '❤']",0.25,0.3125,Positive,10,5,11
@SiyonHial,History repeat itself <br>On recommendation ❤,12,2025-04-05 13:14:18,History repeat itself brOn recommendation,45,['❤'],0.0,0.0,Neutral,13,5,4
@raj0p907,Godl is needed in PMGC ❤️🥵,20,2021-11-27 11:28:42,Godl is needed in PMGC,26,"['❤', '🥵']",0.0,0.0,Neutral,11,5,11
@blazeeop,Missing OLD. TSMent Era 😢💛,9,2024-01-27 11:41:21,Missing OLD TSMent Era,26,"['😢', '💛']",-0.05,0.125,Neutral,11,5,1
@cursed7194,We want JONATHAN and his team in pmgc please......we can&#39;t wait to see Jonathan domination in pmgc🔥🔥🔥 JONATHAN ❤️❤️❤️,24,2021-11-27 12:24:32,We want JONATHAN and his team in pmgc pleasewe can wait to see Jonathan domination in pmgc JONATHAN,121,"['🔥', '🔥', '🔥', '❤', '❤', '❤']",0.0,0.0,Neutral,12,5,11
@godl_fc4112,Goat moment in international 💛💀🥶,5,2025-06-19 16:26:59,Goat moment in international,32,"['💛', '💀', '🥶']",0.0,0.0,Neutral,16,3,6
@zem_o6,Thank you PUBG MOBILE Esports for inviting India in the PMGC...I was very sad because my country was not there but today news really make me happy. Thank you so much...<br>Lots of love from India ❤️<br>Long live PUBG🎉,8,2021-11-29 13:38:28,Thank you PUBG MOBILE Esports for inviting India in the PMGCI was very sad because my country was not there but today news really make me happy Thank you so muchbrLots of love from India brLong live PUBG,217,"['❤', '🎉']",0.1972727272727273,0.66,Positive,13,0,11
@shubh6725,Even pubg mobile eSports remembers this match. always Jonathan 🔥🔥❤❤❤❤❤,8,2021-11-27 11:44:09,Even pubg mobile eSports remembers this match always Jonathan,70,"['🔥', '🔥', '❤', '❤', '❤', '❤', '❤']",0.0,0.0,Neutral,11,5,11
@viruxftwbgmi,Watching this everytime gives goosebumps 🥺,13,2022-08-17 06:48:17,Watching this everytime gives goosebumps,42,['🥺'],0.0,0.0,Neutral,6,2,8
@akashpatwari7251,Dominating in the international is not everyone cup of tea ☕️,22,2022-08-16 15:03:02,Dominating in the international is not everyone cup of tea,61,['☕'],0.0,0.0,Neutral,15,1,8
@alfaizahmed1,"This is clear indication, which also mean  Godlike heading in PMGC, few hints from Kronton making this clear along with this video, Can&#39;t wait to see the domination from Godlike lots of  love from INDIA ❤️❤️❤️",16,2021-11-27 11:33:32,This is clear indication which also mean Godlike heading in PMGC few hints from Kronton making this clear along with this video Can wait to see the domination from Godlike lots of love from INDIA,213,"['❤', '❤', '❤']",0.03750000000000001,0.43083333333333335,Neutral,11,5,11
@sibot6482,"#2 fragger from only 1kill behaind in PMGC IS NOT EVERYONE’S CUP OF TEA ☕️ <br><br><a href=""http://www.youtube.com/results?search_query=%23proudtobeanjonnyfan"">#proudtobeanjonnyfan</a> 💛❤️❤️",10,2022-08-16 04:22:40,fragger from only 1kill behaind in PMGC IS NOT EVERYONES CUP OF TEA brbra href,190,"['☕', '💛', '❤', '❤']",0.0,1.0,Neutral,4,1,8
@Sylas007-06,😍😍Johny Op Always🔥🔥🔥,17,2021-11-27 10:50:49,Johny Op Always,20,"['😍', '😍', '🔥', '🔥', '🔥']",0.0,0.0,Neutral,10,5,11
@athuljith9144,Sad that one of the best in the world can&#39;t participate in PMGC,13,2021-11-27 11:16:46,Sad that one of the best in the world can participate in PMGC,67,[],0.25,0.65,Positive,11,5,11
@zerxes3635,Jonathan baby. Its time to show what are we made of,4,2021-11-29 13:18:00,Jonathan baby Its time to show what are we made of,51,[],0.0,0.0,Neutral,13,0,11
@bug.me.09,Fun fact it was played in S8ul bootcamp 😅,21,2024-01-24 16:02:54,Fun fact it was played in S8ul bootcamp,41,['😅'],0.3,0.2,Positive,16,2,1
@princepatel.0_0_1_7,Jonny or wot 🔥😎💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛,6,2022-08-19 06:52:44,Jonny or wot,30,"['🔥', '😎', '💛', '💛', '💛', '💛', '💛', '💛', '💛', '💛', '💛', '💛', '💛', '💛', '💛', '💛', '💛']",0.0,0.0,Neutral,6,4,8
@Darshanshete,While some lockdown kid was saying &quot;we are at same level&quot;😅😂,9,2024-09-11 16:27:27,While some lockdown kid was saying quotwe are at same levelquot,69,"['😅', '😂']",0.0,0.125,Neutral,16,2,9
@Thebnannaa,I hope GODL will get the special invited slot of PMGC,162,2021-11-27 11:15:32,I hope GODL will get the special invited slot of PMGC,53,[],0.35714285714285715,0.5714285714285714,Positive,11,5,11
@kankan720.,Jhony  waiting for      global chance   he is  on fire,12,2021-11-27 10:54:33,Jhony waiting for global chance he is on fire,54,[],0.0,0.0,Neutral,10,5,11
@SecretSuperstar-j7k,Meanwhile Ninja - hum tumhare baad aake tumse aage nikal gaye😂😂,13,2024-06-07 12:14:55,Meanwhile Ninja hum tumhare baad aake tumse aage nikal gaye,63,"['😂', '😂']",0.0,0.0,Neutral,12,4,6
@_shifter__72,Lockdown kids ko ye dikhao  🇮🇳👍,9,2022-08-16 03:06:56,Lockdown kids ko ye dikhao,31,['👍'],0.0,0.0,Neutral,3,1,8
@AbhisheK-ld7dm,We want him in pmgc❤️,45,2021-11-27 11:01:58,We want him in pmgc,21,['❤'],0.0,0.0,Neutral,11,5,11
@GameOnVarun,This is getting recommended to everyone,6,2022-08-15 06:42:44,This is getting recommended to everyone,39,[],0.0,0.0,Neutral,6,0,8
@hai_ek_zindgi_meri,Johnny ready.... Some more Tapatap is needed,20,2021-11-27 11:22:07,Johnny ready Some more Tapatap is needed,44,[],0.35,0.5,Positive,11,5,11
@modiparody01,Soul pans☕,24,2022-08-15 14:34:41,Soul pans,10,['☕'],0.0,0.0,Neutral,14,0,8
@studientxd1433,POV: You Are Watching in 2022 😌 Just To Recall Those GOLDEN Memories ❤️,15,2022-08-19 06:08:23,POV You Are Watching in 2022 Just To Recall Those GOLDEN Memories,71,"['😌', '❤']",0.3,0.5,Positive,6,4,8
@_ashutosh0710,"This guy deserves to compete in international tournaments <a href=""http://www.youtube.com/results?search_query=%23godorwot"">#godorwot</a> 😬😬",11,2021-11-27 11:32:35,This guy deserves to compete in international tournaments a href,140,"['😬', '😬']",0.0,0.0,Neutral,11,5,11
@ia_mdsaad,He is the pride of India 🇮🇳🚀🚀💛💛,10,2022-08-18 04:10:56,He is the pride of India,31,"['🚀', '🚀', '💛', '💛']",0.0,0.0,Neutral,4,3,8
@combuffgaming8492,Jonathan and Owais my inspirations ❤️❤️,7,2021-11-27 11:26:50,Jonathan and Owais my inspirations,39,"['❤', '❤']",0.0,0.0,Neutral,11,5,11
@JonNyOG13,Where is Haters 😑😑😑,28,2023-10-18 19:24:13,Where is Haters,19,"['😑', '😑', '😑']",0.0,0.0,Neutral,19,2,10
@vipproductions.4986,Pappa Bolte. Thanks pubg mobile esports for uploading this. G. O. A. T,1,2021-11-27 14:04:43,Pappa Bolte Thanks pubg mobile esports for uploading this G O A T,70,[],0.2,0.2,Positive,14,5,11
@blxcky77extra82,And this guys is compared with Gooblin 😂😂,6,2022-08-16 04:36:46,And this guys is compared with Gooblin,41,"['😂', '😂']",0.0,0.0,Neutral,4,1,8
@kartikgupta8111,Mein tu goblin ke PMWI ke historic moment ki wait kar rha jo iss channel pe aayi jaise jonny ki aayi😅🙂,11,2022-08-15 03:24:33,Mein tu goblin ke PMWI ke historic moment ki wait kar rha jo iss channel pe aayi jaise jonny ki aayi,102,"['😅', '🙂']",0.0,0.0,Neutral,3,0,8
@pranjitkalita2110,Someone show this to goblin 🤫🤫,20,2022-07-26 17:10:37,Someone show this to goblin,30,"['🤫', '🤫']",0.0,0.0,Neutral,17,1,7
@nolbudk,Wished PUBG was never taken away from Indians,7,2024-09-16 16:01:54,Wished PUBG was never taken away from Indians,45,[],0.0,0.0,Neutral,16,0,9
@royalvishal2898,Plot twist - Literally all jonathan fan watched more than one times,12,2021-11-27 13:08:59,Plot twist Literally all jonathan fan watched more than one times,67,[],0.5,0.5,Positive,13,5,11
@DailyFunnyMemeCentre,#2 waalo ko toh official channel bhi yaad nahi krta💀💀💀Jonathan &gt;&gt;&gt;&gt; #2 waale🤣❤️,3,2021-11-27 12:25:33,waalo ko toh official channel bhi yaad nahi krtaJonathan gtgtgtgt waale,91,"['💀', '💀', '💀', '🤣', '❤']",0.0,0.0,Neutral,12,5,11
@user_309c25,Perform kr k fanbase gain hua h <br>Humble gaamd dikha k or RR kr k nhi,15,2024-04-27 09:59:57,Perform kr k fanbase gain hua h brHumble gaamd dikha k or RR kr k nhi,71,[],0.0,0.0,Neutral,9,5,4
@shahriarkobirshawon6308,"Really really Miss those days 💔 of 2019-2020, when Indian players used to play in global PUBG 😢, miss Indian players, i  also had some Indian friends, miss them,  from Bangladesh 🇧🇩🇧🇩",2,2024-02-05 14:28:36,Really really Miss those days of 20192020 when Indian players used to play in global PUBG miss Indian players i also had some Indian friends miss them from Bangladesh,183,"['💔', '😢']",0.1,0.1,Neutral,14,0,2
@karthikreyyt5488,JONATHAN 🐐 G.O.A.T for a reason  India 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳❤️❤️❤️❤️❤️❤️,15,2021-11-27 11:29:57,JONATHAN GOAT for a reason India,71,"['🐐', '❤', '❤', '❤', '❤', '❤', '❤']",0.0,0.0,Neutral,11,5,11
@iconicop3121,Those golden days❤,4,2024-09-18 08:04:36,Those golden days,18,['❤'],0.3,0.5,Positive,8,2,9
@MJ_MAHIWAL,phele to acha khelta tha ab pta nii ..haaaa or ek bat hum dono same level pr hai,13,2022-08-12 18:41:00,phele to acha khelta tha ab pta nii haaaa or ek bat hum dono same level pr hai,80,[],0.0,0.125,Neutral,18,4,8
@foysalahammed8765,This Is The Hint Of Invitation Of GodLike Esports  In PMGC2021 I tell You🔥🔥🔥🔥❤️❤️❤️..Love from Bangladesh 🇧🇩🇧🇩🇧🇩❤️❤️,6,2021-11-27 12:02:52,This Is The Hint Of Invitation Of GodLike Esports In PMGC2021 I tell YouLove from Bangladesh,116,"['🔥', '🔥', '🔥', '🔥', '❤', '❤', '❤', '❤', '❤']",0.0,0.0,Neutral,12,5,11
@Kartikparihar33,Jonathan pride of India ♥️,10,2021-11-27 11:09:39,Jonathan pride of India,26,['♥'],0.0,0.0,Neutral,11,5,11
@Mr.Raj-H,bhai is match ko live dekhne ka ghamand hai Mujhe❤️ The goat🐐🐐 Jonny..,3,2024-10-04 08:47:28,bhai is match ko live dekhne ka ghamand hai Mujhe The goat Jonny,70,"['❤', '🐐', '🐐']",0.13636363636363635,0.5,Positive,8,4,10
@RAJ-gk1fj,Plzz share this video with some lockdown kids of team 🥁🥁🥁🥁🤫🤫😂😂,47,2022-08-17 03:10:25,Plzz share this video with some lockdown kids of team,62,"['🥁', '🥁', '🥁', '🥁', '🤫', '🤫', '😂', '😂']",0.0,0.0,Neutral,3,2,8
@4e_ovais,At that time goblin was in liquid form 😂,1,2025-12-02 12:20:25,At that time goblin was in liquid form,40,['😂'],0.0,0.0,Neutral,12,1,12
@NeerajKumar-ze2ze,Hum same level pe hai😂😂😂,16,2023-04-14 03:38:54,Hum same level pe hai,24,"['😂', '😂', '😂']",0.0,0.125,Neutral,3,4,4
@Markepas,"I think If godlike wants to join PMGC, India must host PMGC because the invited team is the host team.",13,2021-11-27 13:13:09,I think If godlike wants to join PMGC India must host PMGC because the invited team is the host team,102,[],0.2,0.1,Positive,13,5,11
@Iamblazeop,Jod-Nathan 🔥❤️,3,2021-11-30 14:52:04,JodNathan,14,"['🔥', '❤']",0.0,0.0,Neutral,14,1,11
@BIGWIN-ON,"Jonathan op ❤️<br><a href=""http://www.youtube.com/results?search_query=%23giveslotteamjonathan"">#giveslotteamjonathan</a>",5,2021-11-27 11:27:35,Jonathan op bra href,121,['❤'],0.0,0.0,Neutral,11,5,11
@heroman5770,TSMentJONATHAN ❤️❤️❤️,14,2021-11-27 11:08:33,TSMentJONATHAN,21,"['❤', '❤', '❤']",0.0,0.0,Neutral,11,5,11
@RJ-sl3qq,goblin be like : apni to itni aukat bhi nhi h,7,2024-02-12 14:42:13,goblin be like apni to itni aukat bhi nhi h,45,[],0.0,0.0,Neutral,14,0,2
@HybridGamingJod,Getting this one recommended today🤨,3,2022-08-16 04:34:30,Getting this one recommended today,35,['🤨'],0.0,0.0,Neutral,4,1,8
@MEK,"Let&#39;s go GodLike Jonathan for <a href=""http://www.youtube.com/results?search_query=%23pmgc"">#PMGC</a>",11,2021-11-27 11:48:56,Let go GodLike Jonathan for a href,105,[],0.0,0.0,Neutral,11,5,11
@SparkYtGaming,Dil Se Godlike Forever Jonny 💕,11,2022-02-07 13:33:32,Dil Se Godlike Forever Jonny,30,['💕'],0.0,0.0,Neutral,13,0,2
@Markepas,Jonathan one of the best player PUBGM in the world,3,2021-11-27 12:56:13,Jonathan one of the best player PUBGM in the world,50,[],1.0,0.3,Positive,12,5,11
@krishanand5034,Godl invite 🌚🌚,5,2021-11-29 15:33:01,Godl invite,14,"['🌚', '🌚']",0.0,0.0,Neutral,15,0,11
@Rahat77777,Some BGMI caster didn&#39;t even born back then😂😂😂,7,2022-08-16 12:20:52,Some BGMI caster didn even born back then,50,"['😂', '😂', '😂']",0.0,0.0,Neutral,12,1,8
@feel_content,Missing this domination now😢,5,2024-06-13 16:04:40,Missing this domination now,28,['😢'],-0.2,0.05,Negative,16,3,6
@dhirajdeka5021,Those golden days,1,2025-12-02 17:22:22,Those golden days,17,[],0.3,0.5,Positive,17,1,12
@sumit6928,We want Jonathan Team InPMGC,10,2021-11-27 11:47:12,We want Jonathan Team InPMGC,28,[],0.0,0.0,Neutral,11,5,11
@fenris7758,"PMGC teams are blessed that GODLIKE is not in this tournament 😈<br>And to be honest, the form in which this player is playing, no team will wish to go head to head with this team 🔥<br><a href=""http://www.youtube.com/results?search_query=%23dilsegodlike"">#dilsegodlike</a> .",18,2021-11-27 10:59:24,PMGC teams are blessed that GODLIKE is not in this tournament brAnd to be honest the form in which this player is playing no team will wish to go head to head with this team bra href,273,"['😈', '🔥']",0.6,0.9,Positive,10,5,11
@user_unknown7,2025 still getting goosebumps ❤,11,2025-05-26 14:58:49,2025 still getting goosebumps,31,['❤'],0.0,0.0,Neutral,14,0,5
@assultergaming7957,Jonny😍🥰🥰,5,2021-12-01 17:01:40,Jonny,8,"['😍', '🥰', '🥰']",0.0,0.0,Neutral,17,2,12
@adityaajay4345,PUBG mobile eSports published this video just to see India&#39;s fanbase 🤔🤔🤔🤔. <br>So they could think whether they should invite Indian team or not 😂,5,2021-11-27 12:48:21,PUBG mobile eSports published this video just to see India fanbase brSo they could think whether they should invite Indian team or not,150,"['🤔', '🤔', '🤔', '🤔', '😂']",0.0,0.0,Neutral,12,5,11
@LordVecna21,Uffffff Watched live that day that moment still remembers🥶🥵,2,2025-06-22 09:15:46,Uffffff Watched live that day that moment still remembers,59,"['🥶', '🥵']",0.13636363636363635,0.5,Positive,9,6,6
@bot-_gaming7967,"<a href=""http://www.youtube.com/results?search_query=%23godlik"">#godlik</a> op <br> <a href=""http://www.youtube.com/results?search_query=%23jonathn"">#jonathn</a> goat",8,2021-11-29 16:06:53,a href op br a href goat,166,[],0.0,0.0,Neutral,16,0,11
@imtihanmallick3433,REMINDS ME 🌋🌋💓JONNY,2,2021-11-29 18:16:19,REMINDS ME JONNY,19,"['🌋', '🌋', '💓']",0.0,0.0,Neutral,18,0,11
@rajvermasnax,AUR KUCH AAJKL KE BACHE AAKE KINGDOM KE BAARE ME BOLTE HAI 😂😂😂,16,2025-04-29 14:12:20,AUR KUCH AAJKL KE BACHE AAKE KINGDOM KE BAARE ME BOLTE HAI,62,"['😂', '😂', '😂']",0.0,0.0,Neutral,14,1,4
@dk_seingh,This man like insane,7,2022-08-24 08:43:30,This man like insane,20,[],-1.0,1.0,Negative,8,2,8
@princeK.05,"India is gonna rule Global Tournaments,just wait for us❤️🇮🇳",2,2021-12-01 10:50:47,India is gonna rule Global Tournamentsjust wait for us,59,['❤'],0.0,0.0,Neutral,10,2,12
@mramit5087,World best bgmi player proud to be indian 🇮🇳🇮🇳,5,2022-08-16 06:13:18,World best bgmi player proud to be indian,46,[],0.9,0.65,Positive,6,1,8
@nbdxdeadeye429,"Jonathan, The one-man army climbing threw. 🔥🔥",5,2021-11-30 13:38:42,Jonathan The oneman army climbing threw,45,"['🔥', '🔥']",0.0,0.0,Neutral,13,1,11
@Me_Ravi_Anand,"I watched that match , Really Goosebumps that moment 😳",5,2021-11-27 12:07:45,I watched that match Really Goosebumps that moment,54,['😳'],0.2,0.2,Positive,12,5,11
@SatyaRajput.9,We want Team godlike (Jonathan Team)in Pmgc 😤❣️❣️❣️,7,2021-11-27 12:27:19,We want Team godlike Jonathan Teamin Pmgc,51,"['😤', '❣', '❣', '❣']",0.0,0.0,Neutral,12,5,11
@satishjhankar5632,I just want GODL in PMGC,18,2021-11-27 10:54:12,I just want GODL in PMGC,24,[],0.0,0.0,Neutral,10,5,11
@ritwikgond7496,That time goblin was in 💦 this form and saying we are equal 🤡,7,2025-09-18 10:33:53,That time goblin was in this form and saying we are equal,61,"['💦', '🤡']",0.0,0.25,Neutral,10,3,9
@rachitsingh6209,Jonny Sir Op 🛐,3,2021-11-30 01:43:52,Jonny Sir Op,14,['🛐'],0.0,0.0,Neutral,1,1,11
@reclax919,We want  GodL in PMGC❤️,10,2021-11-27 11:40:37,We want GodL in PMGC,23,['❤'],0.0,0.0,Neutral,11,5,11
@manjeet_xd,Mvp is Jonathan&#39;s Legacy but aaj kal k launde 1 tournament me mvp banke apne aap ko usse compair krte😂,7,2022-08-20 05:34:14,Mvp is Jonathan Legacy but aaj kal k launde 1 tournament me mvp banke apne aap ko usse compair krte,106,['😂'],0.0,0.0,Neutral,5,5,8
@aratidas4288,Ise kehete ha ak international player,6,2022-08-11 16:41:29,Ise kehete ha ak international player,37,[],0.0,0.0,Neutral,16,3,8
@jojo12345-r,Jonathan 🐐💙,2,2021-11-29 20:43:35,Jonathan,11,"['🐐', '💙']",0.0,0.0,Neutral,20,0,11
@cloudmaxop,Goosebumps🎉,6,2025-06-04 15:24:45,Goosebumps,11,['🎉'],0.0,0.0,Neutral,15,2,6
@Jaygadhvi53,proud off u Jonny @johanathan pubg,3,2021-12-01 14:41:36,proud off u Jonny pubg,34,[],0.8,1.0,Positive,14,2,12
@ScoPeMen,Legends watching this video after pmwi😁,8,2022-08-16 06:47:39,Legends watching this video after pmwi,39,['😁'],0.0,0.0,Neutral,6,1,8
@KnowledgeGround,I hope godl ( ex tsm ) will get the special invite slot 😊😊😊😊 love from a soul fan ❤❤,5,2021-11-27 12:13:51,I hope godl ex tsm will get the special invite slot love from a soul fan,84,"['😊', '😊', '😊', '😊', '❤', '❤']",0.4285714285714286,0.5857142857142856,Positive,12,5,11
@Athar.x,We saw M416 Fool kill feed of TSMentJONATHAN .....and now we will see M416 Glacier of GodLJONATHAN .....,3,2021-12-01 19:21:41,We saw M416 Fool kill feed of TSMentJONATHAN and now we will see M416 Glacier of GodLJONATHAN,104,[],0.0,0.0,Neutral,19,2,12
@vinaygupta483,Watching this 2024 and no one is even close to jonny...after his downfall also...✅👽🔥💛🐐👑,5,2024-07-19 09:33:56,Watching this 2024 and no one is even close to jonnyafter his downfall also,87,"['✅', '👽', '🔥', '💛', '🐐', '👑']",0.0,0.0,Neutral,9,4,7
@Chandanplayz,Wo Din Bhi Kya Din The❤️,6,2022-08-17 10:16:41,Wo Din Bhi Kya Din The,24,['❤'],0.0,0.0,Neutral,10,2,8
@shresthsingh2406,Just give Jonathan&#39;s Team (GodLike)  a slot in PMGC and watch the domination unfold!,80,2021-11-27 11:36:19,Just give Jonathan Team GodLike a slot in PMGC and watch the domination unfold,88,[],0.0,0.0,Neutral,11,5,11
@orassassin190,Whole india Hoping that Jonathan&#39;s team ( GodLike ) will get Special invitation ❤️Hope the will 😘 Lot&#39;s of love from India🇮🇳😍,4,2021-11-27 15:51:45,Whole india Hoping that Jonathan team GodLike will get Special invitation Hope the will Lot of love from India,133,"['❤', '😘', '😍']",0.3523809523809524,0.5238095238095238,Positive,15,5,11
@SoloSurvivor,Proud ❤️,5,2022-08-16 03:35:53,Proud,8,['❤'],0.8,1.0,Positive,3,1,8
@Laiya1234,They finally show us india player👍,4,2021-11-27 11:16:31,They finally show us india player,34,['👍'],0.0,1.0,Neutral,11,5,11
@virajsachintha,JONNY......😍❤🔥,3,2021-11-27 15:51:01,JONNY,14,"['😍', '❤', '🔥']",0.0,0.0,Neutral,15,5,11
@ENCxSYSTEM,Goblin 😂😂😂😂😂😂😂😂😂,11,2023-05-20 17:44:39,Goblin,16,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.0,0.0,Neutral,17,5,5
@nachiketjadhavjadhav4526,The Boss°jonny,3,2021-12-01 16:56:08,The Bossjonny,14,[],0.0,0.0,Neutral,16,2,12
@minuleeowner4851,Pmgc invitee confirm,5,2021-11-27 11:04:06,Pmgc invitee confirm,20,[],0.0,0.0,Neutral,11,5,11
@rudra765,Mamaearth Gaming House ke liye 1 carton Burnol parcel🔥🔥😂😂😂😂😂,16,2021-11-27 11:36:28,Mamaearth Gaming House ke liye 1 carton Burnol parcel,60,"['🔥', '🔥', '😂', '😂', '😂', '😂', '😂']",0.0,0.0,Neutral,11,5,11
@kiranparmar_1994,Jonathan 🔥🔥🔥🔥🔥🔥🔥on fire..... Waiting world 🔥🔥🔥🔥,4,2021-11-27 10:50:13,Jonathan on fire Waiting world,47,"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",0.0,0.0,Neutral,10,5,11
@txlagzoro1950,And some kids say goblin&gt;Jonathan 😂😂🤣,9,2022-08-17 05:56:18,And some kids say goblingtJonathan,40,"['😂', '😂', '🤣']",0.0,0.0,Neutral,5,2,8
