author,text,likes,published_at,cleaned,length,emojis,polarity,subjectivity,sentiment,hour,day_of_week,month
@balamurugansakthivel4682,Historical moment 💯,2,2024-02-11 21:00:59,Historical moment,19,['💯'],0.0,0.0,Neutral,21,6,2
@DOREMONOBITA4U,Jonny is our love ❤️❤️❤️ love u jonnny bro 😘😘 @jonathangaming,1,2021-12-01 15:17:03,Jonny is our love love u jonnny bro,61,"['❤', '❤', '❤', '😘', '😘']",0.5,0.6,Positive,15,2,12
@Yoyown,"AB YE GOBLIN BHAIYA KO KON BATAYE GA , SAME LEVEL 😂😂",7,2022-08-16 03:47:45,AB YE GOBLIN BHAIYA KO KON BATAYE GA SAME LEVEL,52,"['😂', '😂']",0.0,0.125,Neutral,3,1,8
@SARAS-lf1rq,Really miss india teams 😔😔😔<br>Big love from Indonesia❤❤❤,2,2021-11-27 12:29:33,Really miss india teams brBig love from Indonesia,57,"['😔', '😔', '😔', '❤', '❤', '❤']",0.35,0.4,Positive,12,5,11
@Imabhi_7,The real og🚨💛,5,2023-07-15 05:47:24,The real og,13,"['🚨', '💛']",0.2,0.30000000000000004,Positive,5,5,7
@gopiatwal112,Show lockdown kids this 💪💪,6,2022-08-16 03:30:57,Show lockdown kids this,26,"['💪', '💪']",0.0,0.0,Neutral,3,1,8
@sahil_x4747,Please choose godlike in pmgc final,5,2021-11-29 13:50:31,Please choose godlike in pmgc final,35,[],0.0,1.0,Neutral,13,0,11
@WreckerPUBGMobile,Is it a hint for the Invitation of GodL in Global 🏆,7,2021-11-30 02:54:31,Is it a hint for the Invitation of GodL in Global,51,['🏆'],0.0,0.0,Neutral,2,1,11
@theonlyomx,That&#39;s Godlike JONATHAN for you absolute monster 🔥🔥🔥🔥,3,2021-11-27 13:07:13,That Godlike JONATHAN for you absolute monster,57,"['🔥', '🔥', '🔥', '🔥']",0.2,0.9,Positive,13,5,11
@rarararight23,looking forward to see Godl Jonathan in action at Pmgc,7,2021-11-29 20:45:29,looking forward to see Godl Jonathan in action at Pmgc,54,[],0.1,0.1,Neutral,20,0,11
@DesOrpion,Miss those (PUBG) Days! ⚡️,2,2024-05-31 09:03:38,Miss those PUBG Days,26,['⚡'],0.0,0.0,Neutral,9,4,5
@5ayazzz75,Who else want GodL slot in PMGC...🤞🤞🤞,101,2021-11-27 11:21:26,Who else want GodL slot in PMGC,37,"['🤞', '🤞', '🤞']",0.0,0.0,Neutral,11,5,11
@alt.afmallick,He is Coming Again 😎,4,2021-12-01 07:18:39,He is Coming Again,20,['😎'],0.0,0.0,Neutral,7,2,12
@smitparekh2579,Finally he is coming with same energy in pmgc ⚡❤️,4,2022-01-17 15:02:11,Finally he is coming with same energy in pmgc,49,"['⚡', '❤']",0.0,0.5625,Neutral,15,0,1
@pryo2460,"Pubg wale v bade tez ho rhe hai,jonny ka post dal dia jisse aur hawa mile invitation ke rumor ko, bujiness or wott",4,2021-11-27 13:16:07,Pubg wale v bade tez ho rhe haijonny ka post dal dia jisse aur hawa mile invitation ke rumor ko bujiness or wott,114,[],0.0,0.0,Neutral,13,5,11
@tarunog19,Jonathan is needed man in PMGC 🤩😍,3,2021-11-27 12:08:12,Jonathan is needed man in PMGC,33,"['🤩', '😍']",0.0,0.0,Neutral,12,5,11
@COOLBOYGAMING90,Kids - Rega nightmare of TSM 🤡,5,2024-09-12 12:37:25,Kids Rega nightmare of TSM,30,['🤡'],0.0,0.0,Neutral,12,3,9
@abhayprasadyt9676,All Jonathan&#39;s Fan Like 🔥♥️,5,2021-11-27 11:04:19,All Jonathan Fan Like,31,"['🔥', '♥']",0.0,0.0,Neutral,11,5,11
@GMEAjinkyaRajendraBhatkar,GODLIKE IN PMGC,2,2021-11-27 11:41:12,GODLIKE IN PMGC,15,[],0.0,0.0,Neutral,11,5,11
@penguinmemes4934,Goosebumps...!!!!!🔥🔥,4,2021-11-27 12:33:17,Goosebumps,20,"['🔥', '🔥']",0.0,0.0,Neutral,12,5,11
@anshkaushikfitness,Jonny is love ❤️,3,2022-08-17 19:16:02,Jonny is love,16,['❤'],0.5,0.6,Positive,19,2,8
@lucigaming3871,"JONATHAN is the only player who dominate in every tournament. <a href=""http://www.youtube.com/results?search_query=%23jonathansupremacy"">#jonathansupremacy</a>",4,2021-11-29 09:36:57,JONATHAN is the only player who dominate in every tournament a href,159,[],0.0,1.0,Neutral,9,0,11
@PiyushPatel-wp5os,Jonathan is the most valuable player of world,1,2021-11-27 20:05:33,Jonathan is the most valuable player of world,45,[],0.5,0.5,Positive,20,5,11
@mcbshergaming2954,PUBG should gave one slot to the Indian team in ongoing PMGC tournament,4,2024-12-08 07:28:58,PUBG should gave one slot to the Indian team in ongoing PMGC tournament,71,[],0.0,0.0,Neutral,7,6,12
@raiden_yt3630,We want GODL in PMGC 🔥😍🔥,6,2021-11-27 11:33:53,We want GODL in PMGC,24,"['🔥', '😍', '🔥']",0.0,0.0,Neutral,11,5,11
@yadavengergaming202,"Give a slot to godlike in pmgc ,<br>You will not regret your decision",9,2021-11-27 11:25:03,Give a slot to godlike in pmgc brYou will not regret your decision,69,[],0.0,0.0,Neutral,11,5,11
@notwizard2120,No competition 💛,4,2022-08-15 11:41:36,No competition,16,['💛'],0.0,0.0,Neutral,11,0,8
@godless2924,"Uploading his clip randomly is not a coincidence. I guess they will be getting the invite for the finals. Yeah they might end up at #16 because they haven&#39;t played any international tournaments from past 1.5 years but I am sure they will learn many things from it which will help them to win pmgc next year.<br>I hope they get the invite. <a href=""http://www.youtube.com/results?search_query=%23godlikeop"">#GODLIKEOP</a> <a href=""http://www.youtube.com/results?search_query=%23dilsegodlike"">#DilSeGodlike</a>",9,2021-11-27 11:50:01,Uploading his clip randomly is not a coincidence I guess they will be getting the invite for the finals Yeah they might end up at because they haven played any international tournaments from past 15 years but I am sure they will learn many things from it which will help them to win pmgc next yearbrI hope they get the invite a href a href,512,[],0.2571428571428572,0.3626984126984127,Positive,11,5,11
@Mufasagaming56,"Lockdown kids read the title, again and again😂😂😂",5,2024-01-30 08:34:16,Lockdown kids read the title again and again,48,"['😂', '😂', '😂']",0.0,0.0,Neutral,8,1,1
@ekanshsatsangi,Gobarlin needs to see this asap,20,2022-08-20 13:50:59,Gobarlin needs to see this asap,31,[],0.0,0.0,Neutral,13,5,8
@myvlogs6190,Godlike is comming😍😎🤩.....,2,2021-12-01 10:39:30,Godlike is comming,26,"['😍', '😎', '🤩']",0.0,0.0,Neutral,10,2,12
@musicalvibes1932,"<a href=""https://www.youtube.com/watch?v=cMUcjeeYfr8&amp;t=6"">00:06</a> Eminem was afraid",13,2024-07-18 12:04:40,a href Eminem was afraid,89,[],-0.6,0.9,Negative,12,3,7
@yuvrajsinghchouhan6843,Jonathan G.O.A.T.,3,2021-11-29 15:18:52,Jonathan GOAT,17,[],0.0,0.0,Neutral,15,0,11
@hydradangu8076,Godlike Pmgc confirmed 😍😍,1,2021-12-01 06:08:57,Godlike Pmgc confirmed,25,"['😍', '😍']",0.4,1.0,Positive,6,2,12
@rynogod5956,Old Pubg Mobile is gold. 😂❤️❤️,2,2022-08-19 17:05:02,Old Pubg Mobile is gold,30,"['😂', '❤', '❤']",0.1,0.2,Neutral,17,4,8
@jagadeeshn9180,We want to see GodLike in PMGC ❤️🥺 ( Jonathan) 🇮🇳🇮🇳❤️,4,2021-11-27 11:46:15,We want to see GodLike in PMGC Jonathan,53,"['❤', '🥺', '❤']",0.0,0.0,Neutral,11,5,11
@amanak9960,"I hope India will Play PMCO India, PMPL India and also India will qualify PMGC 2022",2,2021-11-27 11:53:23,I hope India will Play PMCO India PMPL India and also India will qualify PMGC 2022,83,[],0.0,0.0,Neutral,11,5,11
@reclax919,GodL deserves this PMGC invite❤️,2,2021-12-01 06:06:26,GodL deserves this PMGC invite,32,['❤'],0.0,0.0,Neutral,6,2,12
@MEK,OR 2nd in PMWL just 10 points less from #1 was biggest moment..,2,2021-11-27 11:47:25,OR 2nd in PMWL just 10 points less from was biggest moment,63,[],-0.08333333333333333,0.03333333333333333,Neutral,11,5,11
@akhi-techzshorts5531,Need these days back,3,2022-08-15 07:12:25,Need these days back,20,[],0.0,0.0,Neutral,7,0,8
@umeshmahajan2077,Jonathan supermecay 🛐,3,2021-11-27 11:07:20,Jonathan supermecay,21,['🛐'],0.0,0.0,Neutral,11,5,11
@LO-FIAI-y5u,Who is here after their bad performance in BMSD and they couldn&#39;t qualify in BMIC ?,4,2025-10-12 16:34:59,Who is here after their bad performance in BMSD and they couldn qualify in BMIC,87,[],-0.6999999999999998,0.6666666666666666,Negative,16,6,10
@Heart_WTF,Nostalgia 😌,3,2021-11-30 01:41:38,Nostalgia,11,['😌'],0.0,0.0,Neutral,1,1,11
@jokerOp33,Even pubgmobile knows how important Indian audience is.,2,2021-12-02 11:18:53,Even pubgmobile knows how important Indian audience is,55,[],0.4,1.0,Positive,11,3,12
@insane678,We want slot for godlike in pmgc 🙏😭,7,2021-11-27 11:23:34,We want slot for godlike in pmgc,35,"['🙏', '😭']",0.0,0.0,Neutral,11,5,11
@shadowshadow54,We want Jonathan and team in pmgc or Currently it&#39;s org is godlike,13,2021-11-27 12:31:42,We want Jonathan and team in pmgc or Currently it org is godlike,70,[],0.0,0.4,Neutral,12,5,11
@abhayraj333,we want godlike in pmgc❤,6,2021-11-27 11:47:23,we want godlike in pmgc,24,['❤'],0.0,0.0,Neutral,11,5,11
@goldeneye8643,"Born MVP, LOVE FROM HYDRA💚",2,2022-08-15 22:03:13,Born MVP LOVE FROM HYDRA,26,['💚'],0.5,0.6,Positive,22,0,8
@attention5943,100% godl invited 😪,4,2021-12-01 15:41:01,100 godl invited,19,['😪'],0.0,0.0,Neutral,15,2,12
@abhayprasadyt9676,And I am Sure History Will Repeat in PMGC ♥️♥️🔥🔥🔥🔥,2,2021-11-29 12:25:37,And I am Sure History Will Repeat in PMGC,50,"['♥', '♥', '🔥', '🔥', '🔥', '🔥']",0.5,0.8888888888888888,Positive,12,0,11
@tanvirana8590,Slot coming for godl,8,2021-11-27 11:06:38,Slot coming for godl,20,[],0.0,0.0,Neutral,11,5,11
@Animatedmusic17,TSMentJonathan&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;GodLJonathan🙌🏻🙌🏻,11,2022-08-13 10:43:41,TSMentJonathangtgtgtgtgtgtgtgtGodLJonathan,62,"['🙌', '🏻', '🙌', '🏻']",0.0,0.0,Neutral,10,5,8
@ajaypatil2033,We want Jonathan&#39;s team @GodLike in pmgc <br><br>We want to see paraboy vs jonathan<br>Come on bring it on,6,2021-11-27 11:40:40,We want Jonathan team in pmgc brbrWe want to see paraboy vs jonathanbrCome on bring it on,110,[],0.0,0.0,Neutral,11,5,11
@karthikreyyt5488,We want godlike in pmgc JONATHAN,5,2021-11-27 11:31:41,We want godlike in pmgc JONATHAN,32,[],0.0,0.0,Neutral,11,5,11
@heisenberg3053,TSMentJONATHAN 🔥,4,2022-08-18 02:37:13,TSMentJONATHAN,16,['🔥'],0.0,0.0,Neutral,2,3,8
@rakshitsrivastava1248,"Proud feel krre h hm sab , shabash ♥️",1,2021-11-27 11:31:19,Proud feel krre h hm sab shabash,37,['♥'],0.8,1.0,Positive,11,5,11
@reclax919,GodL OP❤️,2,2021-12-01 06:05:32,GodL OP,9,['❤'],0.0,0.0,Neutral,6,2,12
@synoplex8042,We want godlike esports/ Jonathan&#39;s team at the Pmgc Finals.,3,2021-12-02 09:38:30,We want godlike esports Jonathan team at the Pmgc Finals,64,[],0.0,0.0,Neutral,9,3,12
@albietg2544,Indian players take lot of time to get perfection.,4,2022-08-18 09:42:53,Indian players take lot of time to get perfection,50,[],0.0,0.0,Neutral,9,3,8
@jonathang.o.a.tindia7043,Jonathan is Love,1,2021-11-27 11:41:02,Jonathan is Love,16,[],0.5,0.6,Positive,11,5,11
@tgaming995,We want godl on pmgc 🙏,5,2021-11-30 01:43:20,We want godl on pmgc,22,['🙏'],0.0,0.0,Neutral,1,1,11
@Laiya1234,It will beat all the views of others videos just wait,4,2021-11-27 11:17:42,It will beat all the views of others videos just wait,53,[],0.0,0.0,Neutral,11,5,11
@Keshu21104,True fans of GODL know why this clip is posted now just before PMGC😎,3,2021-12-01 08:15:06,True fans of GODL know why this clip is posted now just before PMGC,68,['😎'],0.35,0.65,Positive,8,2,12
@thomasshelby4026,literally it gets me goosebumps everytime I watch this video...,1,2022-08-14 09:02:29,literally it gets me goosebumps everytime I watch this video,63,[],0.0,0.0,Neutral,9,6,8
@Bgmi-highlights-hack,"Those who don&#39;t know jonthan, share this clip to them 😂😂😂",4,2024-01-25 04:12:56,Those who don know jonthan share this clip to them,61,"['😂', '😂', '😂']",0.0,0.0,Neutral,4,3,1
@duckhead762,PMGC TOP FRAGGER = GODL JONATHAN <br>INDIA ON TOP,4,2021-11-27 12:19:16,PMGC TOP FRAGGER GODL JONATHAN brINDIA ON TOP,49,[],0.5,0.5,Positive,12,5,11
@abinashbhagat1011,When everone afraid to have 1v1 against him..😮,3,2024-10-13 09:22:41,When everone afraid to have 1v1 against him,46,['😮'],-0.6,0.9,Negative,9,6,10
@randomguy9366,bhai ye match tab live dekha tha 2020 mai😢❤,3,2024-07-18 15:29:16,bhai ye match tab live dekha tha 2020 mai,43,"['😢', '❤']",0.13636363636363635,0.5,Positive,15,3,7
@jatinkushwaha71,We want to see jonathan in PMGC,5,2021-11-27 11:33:02,We want to see jonathan in PMGC,31,[],0.0,0.0,Neutral,11,5,11
@pubg_pmgc9477,"Really GODL deserve in <a href=""http://www.youtube.com/results?search_query=%23pmgc"">#PMGC</a>",3,2022-01-20 13:44:56,Really GODL deserve in a href,94,[],0.2,0.2,Positive,13,3,1
@RicenzoX69,OLD JONNY CHAHIYE YR  I miss old jonny Game 🥵😘,4,2022-01-24 06:21:38,OLD JONNY CHAHIYE YR I miss old jonny Game,46,"['🥵', '😘']",-0.06666666666666667,0.26666666666666666,Neutral,6,0,1
@rishi_star,"Jonathan is emotiona for us <a href=""http://www.youtube.com/results?search_query=%23teamgodlike"">#teamgodlike</a>😍😍😍",1,2021-11-27 12:31:49,Jonathan is emotiona for us a href,116,"['😍', '😍', '😍']",0.0,0.0,Neutral,12,5,11
@akshu6433,We want Current godl line up in pmgc 😍,4,2021-11-27 13:26:43,We want Current godl line up in pmgc,38,['😍'],0.0,0.4,Neutral,13,5,11
@sourabhrai1158,Hoping to see godlike in PMGC because this team deserve a slot and biggest fan base,1,2021-12-11 18:15:14,Hoping to see godlike in PMGC because this team deserve a slot and biggest fan base,83,[],-0.8,1.0,Negative,18,5,12
@poisonopgaming7625,Soul fans are closing eyes 😂,6,2022-08-16 05:48:40,Soul fans are closing eyes,28,['😂'],0.0,0.0,Neutral,5,1,8
@monsteryt1383,Anyone 2024🥺💛TsmentxJonathan,6,2024-10-31 15:59:19,Anyone 2024TsmentxJonathan,28,"['🥺', '💛']",0.0,0.0,Neutral,15,3,10
@anonymousYthsjds,Kya Views Nahi Aa Rahe Kya!!!<br>Hann Kya!!!<br>Jhonny OP❤️❤️❤️❤️,4,2021-11-27 11:35:25,Kya Views Nahi Aa Rahe KyabrHann KyabrJhonny OP,65,"['❤', '❤', '❤', '❤']",0.0,0.0,Neutral,11,5,11
@aayushlamichhane7395,You say paraboy  i say jonny<br>we aren&#39;t same<br><br>BRUH,2,2021-11-27 15:21:19,You say paraboy i say jonnybrwe aren samebrbrBRUH,62,[],0.0,0.0,Neutral,15,5,11
@mrigankabora4835,Lockdown kids...wanna say something?,8,2022-08-18 08:20:01,Lockdown kidswanna say something,36,[],0.0,0.0,Neutral,8,3,8
@doom5950,Missing GODLIKE (EX-TSM) from India in PMGC🏆🔥🙏❤️,5,2021-11-27 13:25:53,Missing GODLIKE EXTSM from India in PMGC,48,"['🏆', '🔥', '🙏', '❤']",-0.2,0.05,Negative,13,5,11
@vocabulary_practice_daily,Godlike op 🎉🎉🌻🌻,2,2021-12-01 15:49:19,Godlike op,15,"['🎉', '🎉', '🌻', '🌻']",0.0,0.0,Neutral,15,2,12
@ankitkb__0.0.1,G.O.A.T 🔥,4,2022-08-16 06:49:42,GOAT,9,['🔥'],0.0,0.0,Neutral,6,1,8
@DOREMONOBITA4U,When goblin in jonny&#39;s aand,5,2025-05-26 03:48:50,When goblin in jonny aand,31,[],0.0,0.0,Neutral,3,0,5
@harshadrawat,Legend watched it live 😍😍😍🔥🔥🔥,5,2021-11-27 11:05:03,Legend watched it live,29,"['😍', '😍', '😍', '🔥', '🔥', '🔥']",0.13636363636363635,0.5,Positive,11,5,11
@aruns.b8898,IS IT INDICATION THAT INDIAN TEAM PLAYING IN PGMC???<br>Bcoz Clutch shown on PUBG CHANNEL <br>👍👍👉💞💞<br>LOOKING FORWORD TO LIFT THE TROPHY BY INDIAN TEAM😘😘,9,2021-11-27 11:19:15,IS IT INDICATION THAT INDIAN TEAM PLAYING IN PGMCbrBcoz Clutch shown on PUBG CHANNEL brbrLOOKING FORWORD TO LIFT THE TROPHY BY INDIAN TEAM,154,"['👍', '👍', '👉', '💞', '💞', '😘', '😘']",0.0,0.0,Neutral,11,5,11
@faahadimran3872,Next year if indian team will get slot in any global tournament you will see the Indian players with the trophy 🔥🔥🔥🔥,1,2021-11-28 09:09:41,Next year if indian team will get slot in any global tournament you will see the Indian players with the trophy,116,"['🔥', '🔥', '🔥', '🔥']",0.0,0.0,Neutral,9,6,11
@HarshuOne,i request to bring back global playing opportunities for Indian teams please,3,2024-02-12 16:30:20,i request to bring back global playing opportunities for Indian teams please,76,[],0.0,0.0,Neutral,16,0,2
@hnyrajput3663,JONATHAN OP KrO GUYZZ EVERY INDIANS 🇮🇳🇮🇳🇮🇳🇮🇳💪💪 pride of IGC 😍,1,2021-11-27 11:28:03,JONATHAN OP KrO GUYZZ EVERY INDIANS pride of IGC,61,"['💪', '💪', '😍']",0.0,0.0,Neutral,11,5,11
@Ganesh.2,Godlike pmgc invite fixed,2,2021-12-01 16:20:07,Godlike pmgc invite fixed,25,[],0.1,0.2,Neutral,16,2,12
@ROCKY.............,Why didnt i get it before in recommendation😂<br>Why now,3,2024-01-31 06:47:56,Why didnt i get it before in recommendationbrWhy now,55,['😂'],0.0,0.0,Neutral,6,2,1
@abhineetgupta328,invite Godl in PMGC,4,2021-11-29 18:27:23,invite Godl in PMGC,19,[],0.0,0.0,Neutral,18,0,11
@vibhutisrivastava2789,Missing those golden times when Indian teams and players used to dominate at world stage now we are considered a t3 lobby region because of disconnectivity from internationals for a long time. 😢,1,2024-07-26 06:53:09,Missing those golden times when Indian teams and players used to dominate at world stage now we are considered a t3 lobby region because of disconnectivity from internationals for a long time,194,['😢'],0.01666666666666666,0.3166666666666667,Neutral,6,4,7
@Suchit_07,Bhai Jo nawab bnte hai unko ye forward kr do 😂😂😂,3,2024-02-08 19:00:41,Bhai Jo nawab bnte hai unko ye forward kr do,48,"['😂', '😂', '😂']",0.0,0.0,Neutral,19,3,2
@ABCD99-4s,Jonathan or whot 😂😂😂,1,2021-11-27 13:17:16,Jonathan or whot,20,"['😂', '😂', '😂']",0.0,0.0,Neutral,13,5,11
@jyotirmoydas9893,N lockdown kiddos still saying unofficial mvp 😂i feel pity for them seriously,9,2022-08-17 03:37:12,N lockdown kiddos still saying unofficial mvp i feel pity for them seriously,77,['😂'],-0.21666666666666667,0.43333333333333335,Negative,3,2,8
@Kdramaworld39,Jonathan 💪😇❤😇❤💪,2,2021-11-27 11:34:06,Jonathan,15,"['💪', '😇', '❤', '😇', '❤', '💪']",0.0,0.0,Neutral,11,5,11
@godlaries80,Goblin ki video konse channel pe dala hai PUbg walo ne?.????!,17,2022-08-17 16:25:12,Goblin ki video konse channel pe dala hai PUbg walo ne,61,[],0.0,0.0,Neutral,16,2,8
@AnujHaiJi,Once again Jonathan is coming 🔥🔥,1,2021-11-30 06:50:27,Once again Jonathan is coming,32,"['🔥', '🔥']",0.0,0.0,Neutral,6,1,11
@yatogaming1161,Doul wale dek lo yaha tk Ane par tumhari Puri org chali jayegi,12,2022-08-17 11:24:43,Doul wale dek lo yaha tk Ane par tumhari Puri org chali jayegi,62,[],0.0,0.0,Neutral,11,2,8
@agentgaming0149,Father is coming back 🔥🔥🔥,1,2021-11-29 18:42:22,Father is coming back,25,"['🔥', '🔥', '🔥']",0.0,0.0,Neutral,18,0,11
@jod6309,2023 me bhi ye clutch dekhta Hu 🔥🔥🔥🔥,4,2023-06-29 04:33:15,2023 me bhi ye clutch dekhta Hu,36,"['🔥', '🔥', '🔥', '🔥']",0.0,0.0,Neutral,4,3,6
@jay_shekhawat,We want Jonathan in PMGC ❣️,3,2021-11-27 12:34:21,We want Jonathan in PMGC,27,['❣'],0.0,0.0,Neutral,12,5,11
@falahhayatYt,"Kon kon 2025 me delh rha h <a href=""https://www.youtube.com/watch?v=cMUcjeeYfr8&amp;t=49"">0:49</a>",8,2025-08-02 09:56:07,Kon kon 2025 me delh rha h a href,98,[],0.0,0.0,Neutral,9,5,8
@JoWeLJr143,Jonathan🤘❤️🇧🇩,2,2021-11-27 12:11:58,Jonathan,13,"['🤘', '❤']",0.0,0.0,Neutral,12,5,11
@preetbrar8676,Want godl and tx in PMGC hope so any one team will get  slot in PMGC then make india proud ❤️✅,3,2021-11-27 11:55:45,Want godl and tx in PMGC hope so any one team will get slot in PMGC then make india proud,94,"['❤', '✅']",0.8,1.0,Positive,11,5,11
@だるま-m3p,Jhonathan is legend..no doubt❤️❤️❤️,1,2021-11-27 17:50:18,Jhonathan is legendno doubt,35,"['❤', '❤', '❤']",0.0,0.0,Neutral,17,5,11
@Sanjaygill681,He panned paraboy in pmgc <br>Greatest achievement of his life,7,2022-08-17 08:28:28,He panned paraboy in pmgc brGreatest achievement of his life,62,[],0.0,0.0,Neutral,8,2,8
@nischupp9493,Pubg mobile eSports suddenly remembered Jonathan because they want Indian viewers for upcoming PMGC..but they are reluctant to give the invitational slot to GODLike..what a joke!,2,2021-11-27 15:47:20,Pubg mobile eSports suddenly remembered Jonathan because they want Indian viewers for upcoming PMGCbut they are reluctant to give the invitational slot to GODLikewhat a joke,178,[],0.0,0.5,Neutral,15,5,11
@tribikrampradhan1889,We want Johnathan in pmgc,4,2021-11-27 11:33:04,We want Johnathan in pmgc,25,[],0.0,0.0,Neutral,11,5,11
@doom5950,No competition for Johnathan in India <br>he needs a world stage now <br>India is not enough to contain him 🏆,1,2021-11-28 13:40:54,No competition for Johnathan in India brhe needs a world stage now brIndia is not enough to contain him,109,['🏆'],0.0,0.5,Neutral,13,6,11
@avengergaming24,Why I can’t see goblin in this video?,12,2022-08-15 05:53:09,Why I cant see goblin in this video,37,[],0.0,0.0,Neutral,5,0,8
@AnmolSrivastava_09,Jonny destroying the lobby and people saying why shall godl get a slot🤭🙂,2,2021-11-28 08:41:55,Jonny destroying the lobby and people saying why shall godl get a slot,72,"['🤭', '🙂']",-0.2,0.0,Negative,8,6,11
@Abhisekk2004,To all those SA fans who thinks they are better than Indian teams when Indians played global you guys didn&#39;t even qualify 😂 now you guys are qualifying because Indian teams are not playing from SA region lol,79,2021-11-27 10:53:09,To all those SA fans who thinks they are better than Indian teams when Indians played global you guys didn even qualify now you guys are qualifying because Indian teams are not playing from SA region lol,211,['😂'],0.43333333333333335,0.39999999999999997,Positive,10,5,11
@Hacker_223,Jonathan 🔥🔥🔥,2,2021-11-29 20:28:22,Jonathan,12,"['🔥', '🔥', '🔥']",0.0,0.0,Neutral,20,0,11
@aditya-tiramisu,2025 still goosebumps,3,2025-03-16 17:05:52,2025 still goosebumps,21,[],0.0,0.0,Neutral,17,6,3
@matrixaamiryt7019,Tapatap or wott😍😍,1,2021-11-27 11:31:43,Tapatap or wott,17,"['😍', '😍']",0.0,0.0,Neutral,11,5,11
@Vikas.03,"<a href=""http://www.youtube.com/results?search_query=%2316op"">#16OP</a> 😂",7,2022-01-23 04:27:01,a href,73,['😂'],0.0,0.0,Neutral,4,6,1
@coderprovider898,Godlike is needed at Pmgc Finals,1,2021-12-02 09:36:55,Godlike is needed at Pmgc Finals,32,[],0.0,0.0,Neutral,9,3,12
@TravelTriton,bro didn’t even loose 1hp,3,2024-09-18 20:40:08,bro didnt even loose 1hp,25,[],-0.07692307692307693,0.2692307692307692,Neutral,20,2,9
@johnyrina8202,Goosbumb moment 🔥🔥🔥🔥😎😎😎😎😎😎😎😎😎 Jonathan always op💪💪💪💪💪🔥🔥🔥,1,2021-11-28 07:48:41,Goosbumb moment Jonathan always op,56,"['🔥', '🔥', '🔥', '🔥', '😎', '😎', '😎', '😎', '😎', '😎', '😎', '😎', '😎', '💪', '💪', '💪', '💪', '💪', '🔥', '🔥', '🔥']",0.0,0.0,Neutral,7,6,11
@sigmaSAMIE,Reveal hogya reveal hogya!<br>Special invite GodL ko hai dekhlena,11,2021-11-27 10:55:33,Reveal hogya reveal hogyabrSpecial invite GodL ko hai dekhlena,65,[],0.0,0.0,Neutral,10,5,11
@MemerGuyYT,If GODLIKE gets the slots in PMGC then after seeing jonathan in global level ah... the whole lobby be like:- 🥵🥵,2,2021-11-27 15:37:46,If GODLIKE gets the slots in PMGC then after seeing jonathan in global level ah the whole lobby be like,111,"['🥵', '🥵']",0.1,0.2,Neutral,15,5,11
@abhish3k2510,Just invite 1 Indian Team And See the iNSANE DOMINATION ⚡,8,2021-11-27 10:54:13,Just invite 1 Indian Team And See the iNSANE DOMINATION,57,['⚡'],-1.0,1.0,Negative,10,5,11
@shadowshadow54,Missing these moments so badly...we want Godlike in pmgc🔥🔥,2,2021-11-28 06:07:36,Missing these moments so badlywe want Godlike in pmgc,58,"['🔥', '🔥']",-0.2,0.05,Negative,6,6,11
@royalhunter1294,Nostalgia,6,2022-07-23 09:39:44,Nostalgia,9,[],0.0,0.0,Neutral,9,5,7
@sauravjain6135,"Ab is channel ke views badenge aur Subscribe bhi, Ab indian team aa rahi hai 🔥",1,2021-11-30 07:17:30,Ab is channel ke views badenge aur Subscribe bhi Ab indian team aa rahi hai,78,['🔥'],0.0,0.0,Neutral,7,1,11
@HiperOp12,"<a href=""http://www.youtube.com/results?search_query=%23oneslotforindia"">#OneSlotForIndia</a>",9,2021-11-27 10:59:42,a href,93,[],0.0,0.0,Neutral,10,5,11
@abcnortje7943,And now bgmi x pubg in pmgc 😍,2,2021-11-30 08:13:36,And now bgmi x pubg in pmgc,29,['😍'],0.0,0.0,Neutral,8,1,11
@notoriousboy925,Lockdown kid ye bhi unofficial hai😆,9,2022-08-16 07:18:12,Lockdown kid ye bhi unofficial hai,35,['😆'],0.0,0.0,Neutral,7,1,8
@sahilnick4092,Jonathan proud of India.,1,2021-11-27 11:50:19,Jonathan proud of India,24,[],0.8,1.0,Positive,11,5,11
@hunchinvlogs1266,Who is watching 2024  like here💛💛💛💛,6,2024-02-19 14:53:15,Who is watching 2024 like here,35,"['💛', '💛', '💛', '💛']",0.0,0.0,Neutral,14,0,2
@Punkk1,Then TSMentJONATHAN 🐐💛Now GodLJonathan 💛🐐,3,2024-08-15 13:38:08,Then TSMentJONATHAN Now GodLJonathan,41,"['🐐', '💛', '💛', '🐐']",0.0,0.0,Neutral,13,3,8
@tejasvinayak9423,Still lockdown kids comparing this legend with goblin,10,2022-08-14 18:18:17,Still lockdown kids comparing this legend with goblin,53,[],0.0,0.0,Neutral,18,6,8
@r3xo261,Missing old Erangel need it back 😭❤️,2,2021-12-01 10:01:55,Missing old Erangel need it back,36,"['😭', '❤']",-0.03333333333333333,0.08333333333333333,Neutral,10,2,12
@battlegaming8284,We Want GodL in PMGC 🙂😂😎,6,2021-11-27 11:32:28,We Want GodL in PMGC,24,"['🙂', '😂', '😎']",0.0,0.0,Neutral,11,5,11
